title,date,text
MARXISMO CULTURAL,,"
	Primeira parte do vídeo que gravei para Brasil Paralelo (http://brasilparalelo.com.br/serie-brasil/) onde recomendo a todos se cadastrarem para assistir gratuitamente aos excelentes episódios da série Brasil- A última cruzada."
POR QUE EU TENHO QUE PAGAR TUDO ISSO?,,"
	Joice Hasselmann faz uma série de perguntas incômodas, cujas respostas são mais incômodas ainda."
O SEQUESTRO DA SOCIEDADE BRASILEIRA PELO ESTADO,,"
	Como, no Brasil, se inverteu a situação e o Estado se tornou soberano da sociedade. "
DEPUTADO RUSSO DENUNCIA OS CRIMES DO COMUNISMO (Legendado),,"
	Impressionante! Inflamado discurso anti-comunista do líder do Partido Liberal-Democrata da Rússia, Vladimir Zhirinovisky, no Parlamento da Federação Russa."
A NECESSÁRIA DESCONSTRUÇÃO DE PAULO FREIRE,,"
	A fragilidade do mito e a malignidade da obra."
"VENEZUELA, SIMÓN BOLÍVAR E O MUSSOLINI DE PALANQUE ",,"
	A ditadura venezuelana, apesar de tudo, tem irrestrita parceria dos partidos de esquerda no Brasil."
LAVA JATO ELEITORAL,,"
	Se a terceirização da política deu no que deu, façamos a faxina nós mesmos."
JORGE AMADO E O COMUNISMO,,"
	O escritor baiano Jorge Amado confessa seu horror ao comunismo que, durante longos anos, foi tudo em sua vida, chegando a prejudicar enormemente a qualidade de sua obra."
"MISSA DA ASCENSÃO NA CATEDRAL DE SAINT ETIENNE, EM AUXERRE",,"
	O incrível efeito da música no interior de uma catedral gótica. Impossível resistir à tentação de registrar aquele momento enquanto participávamos da missa no último dia 25 de maio."
ENTREVISTA AO JORNALISTA DIEGO CASAGRANDE,,"
	Um bom bate-papo com o jornalista Diego Casagrande, no programa Opinião Livre, gravado em abril, sobre expectativas para o futuro do Brasil."
VOTO EM LISTA FECHADA - O PRESERVATIVO DOS VIGARISTAS,,"
	Entenda como o voto em lista fechada garante a reeleição dos corruptos e faz o eleitor de bobo."
CINCO COISAS SOBRE LARES SEM UM PAI,,"
	Informações relevantes, de natureza estatística, sobre como essa situação aumenta significativamente a possibilidade de se desenvolverem problemas escolares e de comportamento."
MÃE ASSUME POSIÇÃO FIRME CONTRA IDEOLOGIA DE GÊNERO NAS ESCOLAS ,,"
	Duplamente impressionante este vídeo que me enviaram. Enquanto a mãe de alunas, com muita propriedade, fala contra a introdução da ideologia de gênero nas escolas, a plateia, formada por professoras, reage histericamente..."
"TV Antagonista no lançamento do documentário ""Impeachment: O Brasil nas ruas""",,"
	Em breve nas telinhas e telões."
PERSPECTIVAS POLÍTICAS PARA 2017,,"
	Palestra que proferi em evento com esse nome organizado pelo deputado Marcel Van Hattem na ALERGS em 22/03/2017."
CONVERTENDO UM PESSIMISTA,,"
	Ganhe o dia e muito mais assistindo esta cena do filme Manalive, baseado no romance de mesmo nome, de G.K. Chesterton. Uau!"
O MALDITO DESARMAMENTO ACABOU EM MASSACRE ,,"
	A regra do desarmamento é essencialmente imoral e levou ao massacre da população civil."
NEM LAMPEDUSA NEM BRUXELAS,,"
	Belíssimo hino de louvor à Europa, cuja chama se enfraquece. Todos perdemos com isso."
UM DISCURSO TÃO BREVE QUANTO MEMORÁVEL NA FORMA E NO CONTEÚDO ,,"
	Este vídeo é mais um excelente trabalho da Embaixada da Resistência. Estou reproduzindo aqui porque não encontrei a URL no respectivo canal do YouTube."
"O QUE AINDA NÃO APRENDEMOS SOBRE NAZISMO, FASCISMO E COMUNISMO?",,"
	Sensacional e esclarecedora lição sobre os paraefeitos retrógrados de ideias travestidas de  ""progressistas"". Por Bill Whittle com legendas e acurada tradução dos beneméritos Tradutores de Direita."
REPRESENTANTE NIGEL FARAGE DÁ UMA LIÇÃO AO PARLAMENTO EUROPEU,,"
	Como faz bem ver a hipocrisia sendo desmascarada por quem tem a coragem fazer isso!"
ALTERNATIVAS ATÉ 2018,,"
	Neste vídeo comento as justas decepções para com o governo Temer. Mostro que o impeachment dividiu a Organização Criminosa (Orcrim), mas que uma solução com nova crise institucional e sem Temer é pior para chegar a 2018. Ética não se negocia, alternativas políticas, sim."
A BRONCA DO EMPRESÁRIO. QUANTAS VERDADES! ,,"
	Eis uma forma grosseira daquilo que o Estado faz, de modo mais sutil e de inúmeras formas, permanentemente."
ABAIXO A DITADURA DOS REITORES DA OPINIÃO PÚBLICA!,,"
	Pela primeira vez em quase um quarto de século abre-se, no STF, oportunidade para a designação de um ministro não alinhado com os desastrosos ""progressista"". Botemos pressão!"
AGRICULTOR FAZ EXPERIÊNCIA EUROPEIA NO BRASIL E FUNCIONA!,,"
	Parabéns a José Cláudio pela iniciativa e a seus clientes pela honestidade!"
UM INTELECTUAL CONSERVADOR DESACREDITA UM MILITONTO EM PÚBLICO ,,"
	Dinesh D'Souza responte a um estudante treinadinho para repetir discurso pronto. É nos EUA, mas parece em Porto Alegre e o jovem poderia ser do PT, do PSOL ou do PSTU. Sensacional. Legendado. Se possível, faça seus filhos ou seus netos assistirem."
"QUANTO MAIS BANDIDOS SOLTOS, MELHOR PARA ELES",,"
	Felipe Moura Brasil, neste vídeo, disponibiliza dados que permitem concluir: um poderoso grupo político, certa militância ideológica e intelectuais de esquerda têm objetivos que contam com o crescente aumento da insegurança no seio da população."
JOVEM AFRICANA FALA NA ONU SOBRE ABORTO E COLONIALISMO,,"
	Brilhante manifestação de uma jovem, condenando a imposição de políticas abortivas  na África."
DICURSO DURANTE MANIFESTAÇÃO POLÍTICA NO PARCÃO O4/12/2016 ,,"
	Discurso proferido por Percival Puggina em 04/12/2016, durante ato público em defesa da Lava Jato e das medidas de combate à corrupção."
PALESTRA NO XXV ENCONTRO DE DIREITO CONSTITUCIONAL ,,"
	Palestra esmiuçando os males do Presidencialismo, proferida no XXV Encontro de Direito Constitucional, promoção do Instituto Pimenta Bueno, em Porto Alegre, auditório da AGU, em 24/11/2016."
PRIVATIZAR É UMA EXCELENTE INICIATIVA ,,"
	Este vídeo mostra por que privatizar empresas estatais é dos mais vantajosos negócios que uma sociedade pode fazer."
"SOCIEDADE PARA UM LADO, STF PARA O OUTRO",,"
	Três principais divergências entre as posições do STF e as expectativas nacionais."
QUEM DEFENDERÁ O INDEFESO?,,"
	Pronunciamento do Prof. Hermes Rodrigues Nery na audiência pública realizada na Câmara dos Deputados, na Comissão de Defesa dos Direitos das Pessoas com Deficiência, para debater os aspectos relacionados à microcefalia e o surto de zika no Brasil e as políticas públicas relacionadas ao tema; em 06 de dezembro de 2016."
POR QUE VOCÊ ESTÁ CERTO?,,"
	Num vídeo de quatro minutos, com legendas, Greg Gutfeld, autor do livro ""Why are you right?"" mostra que esquerdistas só podem existir conservadores trabalhando para produzir a riqueza que eles querem gastar. Note, ao assistir, que ""liberal"" nos países de lingua inglesa é equivalente à nossa esquerda."
WILLIAM WAACK EXPLICA O BRASIL,,"
	Em menos de 3 minutos, William Waack expõe meia dúzia de conceitos fundamentais sobre o Brasil."
CONTESTAÇÃO AOS ARGUMENTOS ABORTISTAS,,"
	Neste vídeo refuto, um a um, todos os argumentos utilizados pelos defensores do aborto."
LOBÃO: COMO ME TORNEI EX-PT,,"
	Neste breve vídeo, disponível no canal de Consciência Patriótica no YouTube, o músico Lobão conta como entrou e como saiu do PT."
IDEIAS QUE PARAM O BRASIL - 4º VÍDEO - ESTADO DE BEM ESTAR SOCIAL SEM DINHEIRO ,,"
	A Assembleia Nacional Constituinte de 1988 constitucionalizou no Brasil um Estado de Bem Estar Social sem dinheiro. Deu nisso que está aí."
"ROBERTO JEFFERSON, SEMPRE UM ESPETÁCULO - IURD E PSOL",,"
	Roberto Jefferson - Na cadeia do Rio de Janeiro, a Igreja Universal é o lado positivo, enquanto o PSOL é o negativo."
BELÍSSIMO DISCURSO DE FORMATURA (UFSC),,"
	Um discurso para assinar embaixo. Ou aplaudir de pé."
"UMA REFLEXÃO DE CARLOS VEREZA, CIDADÃO BRASILEIRO ",,"
	Importantes observações sobre a eleição carioca e sobre o PSOL."
"IDEIAS QUE PARAM O BRASIL - 3º VÍDEO - INUTILIDADES: INCRA, REFORMA AGRÁRIA E MST ",,"
	O pesado investimento nacional em Reforma Agrária tem retorno infinitamente menor do que se destinado à Educação e só serve para manter a pauta revolucionária do MST."
"IDEIAS QUE PARAM O BRASIL - 2º VÍDEO - O ESTADO QUE ""CUIDA DAS PESSOAS"" ",,"
	Não basta tirar o PT do poder. É preciso tirar o poder do PT e o petismo da cabeça das pessoas."
IDEIAS QUE PARAM O BRASIL - VÍDEO 1: A UTOPIA DA IGUALDADE ,,"
	Primeiro vídeo da série ""IDEIAS QUE PARAM O BRASIL"". Abordo, aqui, a confusão entre igualdade e justiça e o igualitarismo como objetivo nacional."
ALEXANDRE GARCIA DÁ NO MEIO DE LEWANDOWSKY,,"
	Alexandre Garcia, um jornalista que honra a profissão que exerce, puxa as orelhas golpistas do presidente do STF, que fraudou a Constituição, ao vivo e a cores, ante os olhos da sociedade brasileira. "
ARROZ E FEIJÃO DO BRASIL PARA MANTER A DITADURA CUBANA ,,"
	E é muito arroz e muito feijão, 3,5 mil toneladas, curiosamente enviados a um país onde, pela propaganda comunista, não há miséria nem fome..."
DO QUE É FEITA UMA VIDA BOA?,,"
	Excelente vídeo! Com legendas em português, Robert Waldinger expõe resultado de uma pesquisa que já leva 75 anos de observações feitas pelo Harvard's Department of Psychiatry e contidas numa pesquisa denominada Study of Adult Development. Vale a pena o tempo gasto para assistir."
DESCOBERTO GOLPE DOS POLÍTICOS PARA ACABAR COM A LAVA JATO,,"
	Denúncia gravíssima neste vídeo postado por www.redebrasil.NET."
ASSISTAM A ESTA JOVEM JORNALISTA ENQUADRANDO A NADADORA JOANNA MARANHÃO,,"
	Atleta brasileira resolveu ser militante política, se deu mal, e ouviu o recado que merecia de uma jornalista com coragem de dizer o que pensa."
"MANDE OUTRA CARTA, DILMA ROUSSEFF!",,"
	A carta de Dima Rousseff à Nação e ao Senado é um manifesto de quem não se importa com a tragédia em que precipitou o país."
A ORIGEM DO BEM E DO MAL,,"
	Em apenas 5 minutos, este excelente vídeo da Prager University, legendado pelos Tradutores de Direita, responde uma questão filosófica essencial, onde todo desvio induz ao erro.  Recomendo efusivamente!"
"PEQUENAS TOLERÂNCIAS, SÉRIAS CONSEQUÊNCIAS ",,"
	Comentário sobre um raro caso de invasão de prédio público em que o promotor designado acolheu a denúncia formulada no inquérito policial e a subsequente reação da turma dos ""direitos humanos""."
O PT USA TÉCNICAS DE DESINFORMAÇÃO DESENVOLVIDAS PELA KGB,,"
	Qual a ideia inspiradora do Tribunal Internacional pela Democracia no Brasil? Conheça a inspiração e a trampa por trás do fato."
NÓS SABEMOS QUEM VOCÊS SÃO E ESTAMOS VENDO O QUE VOCÊS FAZEM. ,,"
	Uma rápida análise das forças que se unem contra o combate a corrupção, contra a condenação dos corruptos e contra o juiz Sérgio Moro. Dia 31 de julho, aos milhões, vamos às ruas dizer a eles que a nação os conhece, que percebemos suas intenções e estamos vendo o que fazem contra o Brasil."
RAINHA ELIZABETH II PASSEIA EM LONDRES NO SEU 90º ANIVERSÁRIO,,"
	Para quem acha que chefia de Estado é uma inutilidade e que tradições precisam ser superadas  para dar lugar a não sei exatamente o quê. "
MARCEL VAN HATTEM RESPONDE A LEANDRO KARNAL,,"
	Marcel Van Hattem responde as acusações do prof. Leandro Karnal ao projeto Escola Sem Partido."
GOVERNO TEMER DESFAZ O APARELHAMENTO PETISTA DAS FFAA!,,"
	Ato do governo retira o critério político nas promoções militares e restitui o mérito como forma de ascensão nas carreiras. "
PAULO FREIRE E A TRAGÉDIA DA EDUCAÇÃO,,"
	Neste vídeo, eu comento sobre a dificuldade de desenvolver um país que em 2012 declarou Paulo Freire como ""Patrono da Educação Nacional""."
"COMO, POR QUE E QUEM RECUSA A MERITOCRACIA NO BRASIL",,"
	Em vídeo sobre armadilhas que capturaram o Brasil, falo sobre a recusa ao mérito e à meritocracia. Um desastre construído em nome de falsa justiça e de falsa igualdade."
CONDICIONAMENTO COMPORTAMENTAL NAS ESCOLAS,,"
	Uma leitura do que acontece, do que mobiliza e da política que age ostensivamente nas atuais invasões de prédios escolares, mas é destilada em doses constantes em tantas salas de aula."
IDEOLOGIA DE GÊNERO: DESCONSTRUÇÃO DA IDENTIDADE,,"
	Hangout realizado no dia 20 de junho, no qual participo junto com o professor Felipe Nery, sob condução de Claudio Batalha."
DILMA ELOGIA TEMER DE MODO ENTUSIASMADO,,"
	Neste vídeo, Dilma exalta as virtudes de Temer e afirma que ele tem condições de substitui-la em suas ausências."
PAULO FREIRE SERVE COMO SINÔNIMO DE AMOR?,,"
	O prof. de História Thomas Giulliano mostra neste breve vídeo o desvio filosófico e ideológico de Paulo Freire na direção das tiranias e seus fundamentos."
"DISCURSOS DE DILMA, A MENTIROSA",,"
	Joice Hasselmann analisa os discursos de despedida da presidente Dilma."
O ARRASADOR DISCURSO DO SENADOR MAGNO MALTA,,"
	Na instalação da Comissão de Impeachment no Senado Federal, Magno Malta e proferiu um discurso fulminante. Desses que não admitem contestação, nem beicinho, nem mimimi."
CALA BOCA JANDIRA!,,"
	Joice Hasselmann falou por mim nesta mensagem a Jandira Feghali."
DILMA E O PT SÃO VÍTIMAS DE SUA ARROGÂNCIA,,"
	Como o PT se autodestruiu quando poderia tentar salvar-se. "
DEU PITI NO DEPUTADO PETISTA,,"
	Deputado Marcel Van Hattem responde com veemência e de modo irretorquível a uma provocação de colega petista. "
LULA ENSINA COMO FAZER O IMPEACHMENT DE DILMA,,"
	Nada como um dia depois do outro. O vídeo mostra a desonestidade intelectual de quem troca de discurso como troca de gravata."
JORNALISTA FAZ O MINISTRO MARCO AURÉLIO ARREPENDER-SE DE TER IDO AO RODA VIVA,,"
	Jornalista José Neumanne Pinto diz ao ministro Marco Aurélio Mello, no programa Roda Viva, verdades que ele não queria ouvir."
LÍDERES PETISTAS PEDINDO IMPEACHMENT DE FHC...,,"
	Nada como um dia depois do outro para mostrar as duas faces de quem as tem."
"""NÃO É NADA MEU""",,"
	Excelente sátira! Neguinho da Beija-Flor canta samba de Boca Nervosa, ironizando os bens de Lula."
"POLITICAMENTE CORRETO, MARXISMO CULTURAL E ESCOLA DE FRANKFURT",,"
	Uma síntese muito bem feita da história dessa estratégia que acabou contaminando e ameaça destruir a cultura e a civilização ocidental, conforme uma estratégia pensada e aplicada de modo sistemático."
NUMEROSA E ENÉRGICA MANIFESTAÇÃO DE JUÍZES FEDERAIS EM DEFESA DE SÉRGIO MORO,,"
	Com suas togas, os magistrados federais desceram de seus gabinetes para defender o juiz da 13ª Vara Federal de Curitiba dos ataques que vem recebendo. por cumprir, rigorosamente, o seu dever."
IMAGENS DE 13 DE MARÇO. NÃO VOU DESISTIR DO BRASIL,,"
	Vídeo em excelente defição com cenas emocionantes da manifestação em São Paulo. A produção é do publicitário paulista Silvio Medeiros."
ALEXANDRE GARCIA ME REPRESENTA,,"
	Comentário de Alexandre Garcia sobre as manifestações do dia 13 de março."
ÀS RUAS NO DIA 13!,,"
	Estas são as minhas razões. Quais são as suas?"
WILLIAM WAACK -  UMA AULA DE TRÊS MINUTOS ,,"
	Claro, verdadeiro e bem humorado, William Waack, neste vídeo da Consciência Patriótica, indica obviedades que a burrice governante insiste em recusar."
BISPO AUXILIAR DE APARECIDA E A CABEÇA DA JARARACA,,"
	Em homilia, D. Darci José Nicioli, auxiliar de Aparecida, pede a graça de ""pisar na cabeça da jararaca"". Por essa (como diria meu amigo Genaro) São Luis Inácio de Guarujá não esperava..."
"NESTE CASO, LULA TEM INTEIRA RAZÃO",,"
	Meu partido, meu negócio, vem em primeiro lugar."
DOIS FARSANTES,,"
	Ouça o que dizem estes dois farsantes que usaram o nosso dinheiro para vender, à nação brasileira, mentiras, mistificações e ilusões."
"EM 1,5 MINUTOS, MEIA DÚZIA DE VERDADES QUE A ESQUERDA DETESTA OUVIR",,"
	Deputada espanhola Isabel Bonig, com admirável eloquência, refuta colega Marina Albion, da bancada comunista, e faz afirmações que todo brasileiro também deveria ouvir."
PRESIDENTE DILMA ROUSSEFF OU COMANDANTE FRANCESCO SCHETTINO?,,"
	Eu me sentiria mais seguro viajando num navio comandado pelo Francesco Schettino, do Costa Concórdia, do que vivendo sob um governo como o dessa senhora."
LULA FALA SOBRE SEU SÍTIO,,"
	Lula, em vídeo, discorre sobre suas atividades campeiras e sobre ""o fogão de lenha que eu tenho""..."
VEJAM A ARROGÂNCIA COM QUE FALA O LÍDER DO MST,,"
	João Pedro Stedile se declara senhor das rodovias brasileiras e ameaça parar o Brasil."
DEPUTADO ONIX LORENZONI EXPLICA O MEGA ESCÂNDALO DA SETE BRASIL,,"
	Excelente explicação sobre a maior sinecura do Petrolão."
CHEGA DE TANTO IMPOSTO!,,"
	Haja dinheiro para sustentar o desastre ético, social e político instalado no país."
MANHAS E ARTIMANHAS DA ARGUMENTAÇÃO PETISTA,,"
	Fica entre o irritante e o divertido acompanhar as linhas de raciocínio seguidas pelos defensores do governo petista."
O RAPAZ FALA POR TODOS OS BRASILEIROS PAGADORES DAS CONTAS DAS GASTANÇAS E DAS LAMBANÇAS OFICIAIS,,"
	Excelente vídeo do movimento ""CONSCIÊNCIA PATRIÓTICA""."
UMA LIÇÃO SOBRE PRIORIDADES QUE TAMBÉM DEVERÍAMOS APRENDER,,"
	André Rizek relata aqui um episódio muito instrutivo. O protagonista, Pedro Santana Lopes, fora primeiro ministro de Portugal. Era, à época do fato (2007), deputado na Assembleia da República e presidia o grupo parlamentar do PSD. Observem a reação dele diante de uma inoportuna interrupção da entrevista que concedia à uma emissora de TV portuguesa."
QUEM DIRIA? O PT SE DEFENDE COMO O TAVARES... ,,"
	Refutação à falácia de que impeachment fere a democracia e é golpe nas instituições."
DEP. ONIX LORENZONI FALA SOBRE DESTINO FINAL DA LAVA JATO ,,"
	Em entrevista ao jornalista Diego Casagrande o deputado federal Onix Lorenzoni mostra quem é o inevitável alvo final da operação."
"EM PLENA CRISE, GOVERNO GASTA MILHÕES PATROCINANDO CLUBES DE FUTEBOL ",,"
	Numa canetada só, foram-se R$ 83 milhões em patrocínios da CEF!"
"BOLSONARO DENUNCIA MATERIAL ""PEDAGÓGICO"" PROMOVENDO HOMOSSEXUALIDADE INFANTIL",,"
	A pior consequência de se confiar o governo a quem o assume com más intenções é que esse grupo político dirigirá, também, a educação pública."
"MENTIR É PECADO, BOFF",,"
	O vídeo faz uma montagem entre a propaganda do regime cubano, a cargo de Leonardo Boff, e afirmações em contrário feitas por Carlos Moore, escritor cubano radicado no Brasil, que padeceu sobre o regime."
CONTESTAÇÃO AOS 12 ARGUMENTOS DOS ABORTISTAS,,"
	Refuto, neste vídeo, os 12 ""argumentos"" utilizados pelos defensores do aborto, mostrando que nenhum deles se sustenta."
ALEXANDRE GARCIA FALA SOBRE OS NOVOS ACHAQUES TRIBITÁRIOS DE 2016 ,,"
	Tintim por tintim, o que vem por aí para pagar a conta do festim."
O RELATO DESSA MOCINHA NORTE COREANA EMOCIONA O MUNDO ,,"
	Uma fuga para a liberdade. E dizer que existem políticos e partidos no Brasil que aplaudem esse regime diabólico!"
"PÁTRIA ""EDUCADORA"" MANDA A FAMÍLIA ÀS FAVAS",,"
	Apesar das deliberações do Congresso Nacional e da rejeição social, a revolução hedonista continua sendo conduzida pela militância petista em vários setores da administração federal. Misturar administração pública com partido político dá nisso."
PT - DO ASSASSINATO DE REPUTAÇÕES AO SUICÍDIO DA PRÓPRIA,,"
	Breve relato sobre um conhecido caso de suicídio moral."
"EM EXCELENTE VÍDEO, MBL DESMENTE LULA",,"
	À medida que fala, Lula, o grande farsante, vai sendo desmentido pelos fatos. "
EXCELENTE! DEPUTADO MARCEL ENFRENTA AS GALERIAS EM DEFESA DA RESPONSABILIDADE FISCAL ,,"
	Trecho do pronunciamento do deputado durante a votação da Lei de Responsabilidade Fiscal. Ele enfrenta as vaias daqueles que preferem um Estado fiscalmente irresponsável."
PRESIDENTE NACIONAL DO PT LISTA BLOGUEIROS QUE TRABALHAM PARA O PARTIDO NA INTERNET ,,"
	Veja que são todos pagos pelos contribuintes brasileiros para que façam sua ""militância"" remunerada. Estamos falando de centenas de milhões de reais. Num país sério bastaria isso para derrubar o governo."
MACRI DÁ GOLEADA EM DILMA NA CÚPULA DO MERCOSUL,,"
	Compare a presidente Dilma que não sabe onde está nem o que diz, com a fala do presidente da Argentina. Veja, especialmente, o que ambos dizem sobre a situação da Venezuela. "
IPVA NO BRASIL E NOS EUA,,"
	Consumidor brasileiro nos EUA visita loja de automóveis e mostra como somos roubados pelo governo."
IMPEACHMENT NÃO É GOLPE!,,"
	Deputado estadual Marcel Van Hattem contesta sofismas dos governistas a respeito do processo constitucional de impeachment."
"ÀS RUAS, PELO IMPEACHMENT! ",,"
	O impeachment é uma exigência da dignidade nacional. Seu ""dono"" é o povo brasileiro."
QUE PARTIDO É ESSE CUJOS JOVENS CULTUAM A DESONRA? ,,"
	Comentário sobre o Congresso Nacional da Juventude do PT e sua exaltação aos condenados à Papuda."
IDEOLOGIA DE GÊNERO DEVE SER COMBATIDA,,"
	Exposição de Hermes Rodrigues Nery à Comissão de Educação sobre Ideologia de Gênero"
ELEGIA DO SOLDADO FERIDO,,"
	Discurso de Edilson Mougenot Bonfim em homenagem a um PM ferido pelos black blocs em 2013. Simplesmente admirável."
BEM QUE NOS FAZ FALTA UM DISCURSO DESSES POR AQUI,,"
	Carly Fiorina anuncia sua candidatura à presidência dos EUA pelo Partido Republicano."
LULA CONFESSA ESTELIONATO ELEITORAL,,"
	E querem que fique tudo por isso mesmo..."
DESFILE DE CENTENAS DE MUÇULMANOS NA ALEMANHA DEIXA POPULAÇÃO PERPLEXA,,"
	Imagine a encrenca que vem por aí quando essa população crescer e começar a exigir seus ""direitos"", a manifestar suas aversões religiosas e a impor a xharia..."
"HISTÓRIA DO ""POLITICAMENTE CORRETO"" (LEGENDADO)",,"
	Um imperdível relato sobre como, quando e por quem foi concebido esse poderoso instrumento para controle da liberdade de pensamento e expressão, capaz de nos submeter sem que o percebamos."
"151027 3º VÍDEO DA SÉRIE ""ARMADILHAS QUE CAPTURARAM O BRASIL"" - A RECUSA AO MÉRITO",,"
	Saiba quem e por que se recusa a meritocracia no Brasil."
POR QUE OS COLETIVISMOS SÃO TODOS GENOCIDAS?,,"
	Conheça o erro fundamental que leva os coletivismos a cometerem as monstruosidades que cometem."
"MAURO IASI, DO COMITÊ CENTRAL DO PCB, DEFENDE A EXECUÇÃO DOS CONSERVADORES",,"
	Falou alto, falou claro, convocou os camaradas e arrancou aplausos de um auditório lotado. Os coletivismos, comunismo entre eles, são todos genocidas."
QUER CONHECER OS CRIMES QUE LEVAM AO IMPEACHMENT? ,,"
	Assista a Dra. Janaina Paschoal co-autora, com Hélio Bicudo, do pedido de abertura do processo que mais provavelmente irá tramitar."
"2º VÍDEO DA SÉRIE ""ARMADILHAS QUE CAPTURARAM O BRASIL"" - A DEPENDÊNCIA DO ESTADO",,"
	Como do sonho do Estado de Bem-Estar Social caímos no pesadelo do Estado do Mal-Estar Social."
YOU RAISE ME UP (TU ME ANIMAS) LEGENDADO,,"
	O cantor, Martin Hurkens, foi uma descoberta do programa Holland Got Talent e canta para o público numa rua central de Amsterdam. Belíssimo!"
"151009 1º VÍDEO DA SÉRIE ""ARMADILHAS QUE CAPTURARAM O BRASIL"" - O SISTEMA DE GOVERNO",,"
	Este é o primeiro vídeo de uma série em que abordarei as armadilhas que capturam o Brasil e emperram nosso desenvolvimento político, social e econômico. Comecemos com o maldito presidencialismo."
NÃO DUVIDE: DILMA QUER ESTOCAR VENTO!,,"
	""Proposta"" foi apresentada por Dilma à ONU. Não duvide. Assista."
DE LAVAR A ALMA,,"
	Protesto contra Lewandowsky durante solenidade ocorrida em Maceió."
ACONTECIDO NUMA PEQUENA CIDADE DO INTERIOR DA INGLATERRA ,,"
	Muito interessante ouvir o que dizem os muçulmanos, principalmente quando conversam com a moça de vermelho."
O CARÁTER DUPLAMENTE CRIMINOSO DAS PEDALADAS DE DILMA,,"
	Neste pequeno vídeo, destacado pelo prof.Paulo Moura da entrevista dos Drs. Hélio Bicudo e Janaina Paschoal ao programa Roda Vida , fica-se conhecendo o caráter criminoso das pedaladas fiscais levadas a efeito pela presidente com nítido intuito eleitoral, o que, se bem julgado, resulta em crime de responsabilidade e crime eleitoral."
ESTARRECEDORA ENTREVISTA DE UM PROCURADOR DA REPÚBLICA ,,"
	Assista, e nunca mais duvide da perversidade dessa gente."
JUDICIÁRIO SOLTARÁ 120 MIL PRESOS EM FLAGRANTE!,,"
	Com a adoção do sistema de audiências de custódia, presos em flagrante aguardarão julgamento em liberdade. Muito humano para os presos e muito desumano para a sociedade."
MOVIMENTO PARLAMENTAR SUPRAPARTIDÁRIO PEDE IMPEACHMENT,,"
	Pronunciamento do senador Ronaldo Caiado durante ato de criação do Movimento Parlamentar Suprapartidário pelo impeachment da presidente Dilma."
IMIGRANTES APEDREJAM TREM ENQUANTO ATRAVESSAM REGIÃO HÚNGARA,,"
	Enquanto correm e jogam pedras, gritam ""Allah akbar""..."
A CRIMINOSA INTENÇÃO DA IDEOLOGIA DE GÊNERO ,,"
	Quem é, de fato, preconceituoso nesse debate? Quem defende um conceito, ou a minoria que tenta impor mera opinião a toda a sociedade através do sistema de ensino?"
"BENÍCIO DEL TORO, QUE FEZ ""EL CHE"" E GAGUEJA MAIS DO QUE FALA SOBRE SEU ÍDOLO",,"
	Um exemplo difícil de ser superado sobre o dano que o esquerdismo causa ao cérebro humano"
A NOSSA BANDEIRA JAMAIS SERÁ VERMELHA,,"
	Hangout do Sete de Setembro, com Olavo de Carvalho, Marcel Van Hattem, Beatriz Kicis e Percival Puggina"
VEJA O QUE FOI FEITO PARA QUE DILMA PUDESSE APARECER EM PÚBLICO NO SETE DE SETEMBRO,,"
	E a imprensa não mostrou. Ou se mostrou, eu não vi... O público nas arquibancadas foi selecionado a dedo. E os demais, isolados atrás de um muro que ficou conhecido como ""Muro da Vergonha"". Dilma! Pede para sair!"
HANGOUT COM  NIVALDO CORDEIRO,,"
	Falamos sobre a crise fiscal do Rio Grande do Sul, o Sete de Setembro, a crise política nacional e meu novo livro ""A tomada do Brasil"". "
FUNAI DANDO CARONA PARA ÍNDIOS INVADIREM PROPRIEDADES RURAIS!,,"
	Vídeo mostra a chegada de viatura da FUNAI levando índios para promover uma invasão no Mato Grosso do Sul. Se os índios descessem teria início um processo judicial sem fim. Observe o desespero dos produtores rurais. E note: a FUNAI faz isso com nosso dinheiro."
GLORIA ALVAREZ FALA SOBRE COMO O POPULISMO É SEDUTOR E ILUDE O POVO ,,"
	Uma breve preleção alertando para um fenômeno próprio da nossa América Ibérica."
COM A PALAVRA SUA EXCELÊNCIA A PRESIDENTE DO BRASIL NESTA HORA DE MÚLTIPLAS CRISES,,"
	Mais uma aula sobre a realidade brasileira proporcionada pela presidente que deve dirigir o país nestes tormentosos momentos da história republicana. Muito obrigado, Lula. "
IDEOLOGIA DE GÊNERO E AGENDA ANTIFAMÍLIA ,,"
	Continuação da entrevista do prof Hermes Nery sobre o caráter revolucionário da ideologia de gênero e seu alvo na instituição familiar."
IDEOLOGIA DE GÊNERO VISA A REENGENHARIA SOCIAL ,,"
	Breve definição do tema pelo prof. Hermes Rodrigues Nery"
OMISSÃO DE JANOT É PRODUTO TÍPICO DO NOSSO MODELO INSTITUCIONAL,,"
	Para entender o Brasil. Saiba por que Janot fez o que fez e disse o que disse ante o pedido de investigação nas contas da campanha de Dilma "
PAULO FREIRE E A DESGRAÇA DA EDUCAÇÃP,,"
	Paradoxo: o responsável pelo desastre educacional brasileiro é o festejado Patrono da Educação!"
"ATENÇÃO SENHORES PAIS, PROFESSORES E ESCOLAS!",,"
	Procurador da República orienta os pais sobre como agir em casos de excessos na educação sexual infantil dentro das escolas."
